"AÑO","CODIGOOBJETODELGASTO","CODIGOAUXILIAR","NOMBREOBJETODELGASTO","CODIGOGRUPO","CODIGOSUBGRUPO"
2016,198,5,"Dispositivo  trazabilidad de semovientes",1,9
2016,198,6,"Repuestos Aeronauticos",1,9
2016,199,0,"Otros bienes de consumo no incluidos en los anteriores",1,9
2016,199,1,"NO VIGENTE",1,9
2016,211,0,"Teléfono, telégrafo y similares",2,1
2016,212,0,"Agua",2,1
2016,213,0,"Electricidad",2,1
2016,214,0,"Gas",2,1
2016,219,0,"Otros",2,1
2016,221,0,"Publicidad",2,2
2016,221,1,"Publicidad-TV",2,2
2016,221,2,"Publicidad-Radio",2,2
2016,221,3,"Publicidad-Prensa escrita",2,2
2016,222,0,"Propaganda",2,2
2016,222,1,"Propaganda-TV",2,2
2016,222,2,"Propaganda-Radio",2,2
2016,222,3,"Propaganda-Prensa escrita",2,2
2016,223,0,"Impresiones, reproducciones y encuadernaciones",2,2
2016,229,0,"Otros",2,2
2016,231,0,"Pasajes dentro del país",2,3
2016,232,0,"Pasajes al exterior contratados  en el país",2,3
2016,232,1,"Pasajes al exterior contratados  en el país, ejercicio anter",2,3
2016,233,0,"Pasajes contratados fuera del país",2,3
2016,234,0,"Viáticos dentro del país",2,3
2016,234,1,"Viáticos dentro del país- Miembros de Juntas Electorales",2,3
2016,234,2,"Diferencia de Viaticos de MDN",2,3
2016,235,0,"Viáticos fuera del país",2,3
2016,235,1,"Viáticos fuera del país, ejercicio anterior",2,3
2016,236,0,"Otros Gastos en exterior(m/n y m/e) traslado,part.especial",2,3
2016,236,1,"Gastos de Misiones de Paz in situ",2,3
2016,239,0,"Otros gastos de traslado",2,3
2016,239,1,"Pasajes,alojamiento,alimentación y otros gastos producción",2,3
2016,241,0,"Servicio de mudanzas contratados dentro del país",2,4
2016,242,0,"Servicio de mudanzas contratados fuera del país",2,4
2016,243,0,"Almacenamiento contratado dentro del país",2,4
2016,244,0,"Almacenamiento contratado fuera del país",2,4
2016,245,0,"Fletes y otros gastos contratados dentro país",2,4
2016,246,0,"Fletes y otros gastos contratados fuera del país",2,4
2016,247,0,"Correspondencia, encomiendas contratadas dentro del país",2,4
2016,248,0,"Correspondencia, encomiendas  contratadas fuera del país",2,4
2016,249,0,"Otros",2,4
2016,251,0,"De inmuebles contratados dentro del país",2,5
2016,251,1,"De inmuebles contratados dentro del país - ejerc.anteriores",2,5
2016,251,2,"De inmuebles para uso asistencial-Sect.Salúd",2,5
2016,251,3,"De inmuebles para uso no asistencial-Sect.Salúd",2,5
2016,252,0,"De inmuebles contratados fuera del país",2,5
2016,252,1,"De inmuebles contratados fuera del país- Ejerc. anteriores",2,5
2016,253,0,"De equipos de computación",2,5
2016,254,0,"De equipos de oficina",2,5
2016,255,0,"De equipos y aparatos de audio y comunicación",2,5
2016,256,0,"De máquinas y equipos de construcción",2,5
2016,257,0,"De equipos de transporte y similares",2,5
2016,257,1,"Locomoción Contratada Asistencial-ambulancias-Sect.Salúd",2,5
2016,257,2,"Locomoción Contratada Asistencial-otros vehic.-Sect.Salúd",2,5
2016,258,0,"De equipos del Sector Salúd",2,5
2016,258,1,"De equipos médicos-Sect.Salúd",2,5
2016,258,2,"De termos oxígeno-Sect.Salúd",2,5
2016,259,0,"Otros",2,5
2016,259,1,"Otros arrendamientos-asistenciales-Sect.Salúd",2,5
2016,261,0,"Impuestos directos(de uso excls.de los Entes Desctr.)",2,6
2016,262,0,"Impuestos indirectos(de uso exclus. de los Entes Descentr.)",2,6
2016,263,0,"Tasas, contribuciones, multas y otros",2,6
2016,263,1,"Compensación por pago de tributos a Intendencias",2,6
2016,264,0,"Primas y otros gastos de seguro contratados dentro del país",2,6
2016,264,1,"Seguros-Sect.Salúd",2,6
2016,264,2,"Seguros-Caución-Sect.Salúd",2,6
2016,265,0,"Primas y otros gastos de seguro contratados fuera del país",2,6
2016,265,1,"Primas y gtos seg.contr.fuera del país ejercicios anteriores",2,6
2016,266,0,"Comisiones bancarias dentro del país",2,6
2016,266,1,"Comisiones por giro (servicio de préstamos)",2,6
2016,266,4,"Comisiones BROU por acreditación de Cheques de DGI 24y48Hs.",2,6
2016,266,5,"Comisiones BROU por servicios prestados a la Adm. Central",2,6
2016,266,6,"Comisiones BROU por acreditación de Cheques 24y48Hs.Adm.Cent",2,6
2016,266,7,"Comisiones BCU Transf.Electr.Proveed.Estado Otras Inst.Finan",2,6
2016,266,8,"Comisiones BROU por Recaudación Recursos Afec.Especial Fin12",2,6
2016,267,0,"Comisiones bancarias fuera del país",2,6
2016,267,1,"Comisiones BROU por servicios administrativos",2,6
2016,268,0,"Comisiones no financieras(uso exclu.org.con activ.comercial)",2,6
2016,269,0,"Otros",2,6
2016,269,1,"Comisión por Recaudación DGI",2,6
2016,269,2,"Comisión operadores turísticos por reintegros",2,6
2016,271,0,"De inmuebles e instalaciones",2,7
2016,271,1,"Servicio de instalación y suministro de luminarias",2,7
2016,272,0,"De maquinas y equipos industriales",2,7
2016,273,0,"De automotores",2,7
2016,273,1,"De Ambulancias y otros vehíc.asistenciales-Sect.Salúd",2,7
2016,274,0,"De otros medios de transporte",2,7
2016,275,0,"De mobiliario y equipo de oficina y computación",2,7
2016,276,0,"De otras maquinas y equipos",2,7
2016,276,1,"De Equipos Médicos y de laboratorio-Sect.Salúd",2,7
2016,276,2,"De Equipos no médicos-asistenciales-Sect.Salúd",2,7
2016,276,3,"De Equipos no médicos-no asistenciales-Sect.Salúd",2,7
2016,277,0,"De vías de comunicación",2,7
2016,278,0,"De limpieza, aseo y fumigación",2,7
2016,278,1,"Limp.,aseo y fumig. ANEP",2,7
2016,278,2,"De recolección residuos hospitalarios",2,7
2016,278,3,"De Limpieza en casa asistidas - refugios",2,7
2016,278,4,"De Limpieza en Centros de Atención Ley de Faltas",2,7
2016,279,0,"Otros",2,7
2016,281,0,"Estudios, investigaciones y proyectos de factibilidad",2,8
2016,281,1,"Fondo de Evaluación de Inversiones-OPP",2,8
2016,282,0,"Profesionales y técnicos",2,8
2016,282,1,"Profesionales No Médicos-Asistenciales-Sect.Salúd",2,8
2016,282,2,"Profesionales No Médicos-No Asistenciales-Sect.Salúd",2,8
2016,282,3,"Servicios de estudios técnicos",2,8
2016,283,0,"Servicios médicos, sanitarios y sociales",2,8
2016,283,1,"CTI (UCAMAE)",2,8
2016,283,2,"Estudios (UCAMAE)",2,8
2016,283,3,"Médicos y Odontólogos-Sect.Salúd",2,8
2016,283,4,"Anestésicos Quirúrgicos-Sect.Salúd",2,8
2016,283,5,"Servicios No médicos,diagnósticos y/o tratamiento-Sect.Salúd",2,8
2016,283,6,"Servicios Asistenciales con Otras Empresas-Sect.Salúd",2,8
2016,283,7,"Servicios Internación en Sanatorios y Hospitales-Sect.Salúd",2,8
2016,283,8,"CTI Adultos-Sect.Salúd",2,8
2016,283,9,"CTI Pediátrico-Sect.Salúd",2,8
2016,283,10,"CTI Neonatal-Sect.Salúd",2,8
2016,283,11,"Laboratorios de Análisis Clínicos-Sect.Salúd",2,8
2016,283,12,"Laboratorios de Anatomía Patológica-Sect.Salúd",2,8
2016,283,13,"Radiología-Sect.Salúd",2,8
2016,283,14,"Resonancia Magnética-Sect.Salúd",2,8
2016,283,15,"Tomografía Computada-Sect.Salúd",2,8
2016,283,16,"Angiografía Digiatal-Sect.Salúd",2,8
2016,283,17,"Estudios Oftalmológicos-Sect.Salúd",2,8
2016,283,18,"Estudios Cardiológicos-Sect.Salúd",2,8
2016,283,19,"Tratamientos Odontológicos-Sect.Salúd",2,8
2016,283,20,"Servicio de Hemoterapia-Sect.Salúd",2,8
2016,283,21,"Servicio de Fisioterapia-Sect.Salúd",2,8
2016,283,22,"Servicio de Oxigenoterapia-Sect.Salúd",2,8
2016,283,23,"Radioterapia-Sect.Salúd",2,8
2016,283,24,"Otros Servicios Médicos y sanitarios Contratados-Sect.Salúd",2,8
2016,283,25,"Servicio acompañante enfermos en casas asistidas por MIDES",2,8
2016,283,26,"Servicios contratados Prog. de Inclusion en Cuidados MIDES",2,8
2016,283,27,"Servicios médicos sanitarios y sociales Ordenanza 692/16 MSP",2,8
2016,284,0,"Servicios de capacitación",2,8
2016,284,1,"Part.Pf.Académico EscI PJ y miemb.TCA",2,8
2016,284,2,"Part.Pf,Acad.:Def.OfyAct(Ac.Adj,Sec.I,Insp.yDDiv)",2,8
2016,284,3,"Partida Perf.Académico y perfeccionamiento técnico",2,8
2016,284,4,"Part.Capac.Técnica Esc.B al F, F.de Corte",2,8
2016,284,5,"Part.Perf.Académico Esc.VII Def.Púb.c/Dedic.Excl.",2,8
2016,285,0,"Servicios informáticos y anexos",2,8
2016,286,0,"Artísticos y similares",2,8
2016,289,0,"Otros",2,8
2016,289,1,"Prestaciones por Convenios CAIF-Parcial",2,8
2016,289,2,"Prestaciones por Convenios Club de Niños-Parcial",2,8
2016,289,3,"Prestaciones por Convenios Centro Juvenil -Parcial",2,8
2016,289,4,"Prestaciones por Discapacidad-Parcial",2,8
2016,289,5,"Otras prestaciones NO incluidas en las anteriores-Parcial",2,8
2016,289,6,"Prestaciones hogares por Convenios 24 hs.-Completo",2,8
2016,289,7,"Prestaciones por Discapacidad-Completo",2,8
2016,289,8,"Otras prestaciones NO incluidas en las anteriores-Completo",2,8
2016,289,9,"Prestacs.por Convs. Libertad asistida y vigilada-Comunidad",2,8
2016,289,10,"Prestaciones por Equipo Territorial- Comunidad",2,8
2016,289,11,"Otras prestaciones NO incluidas en las anteriores- Comunidad",2,8
2016,291,0,"Servicios de vigilancia y custodia",2,9
2016,291,1,"Comp.extra.func.%A62L13892 y%control",2,9
2016,292,0,"Contratación de equipos,salas y conexos",2,9
2016,293,0,"Servicios portuarios",2,9
2016,294,0,"Servicios de alimentación",2,9
2016,294,1,"Serv. Alimentación en casa asistidas - refugios",2,9
2016,295,0,"Mantenimiento de representaciones en el exterior",2,9
2016,296,0,"Gastos de protocolo",2,9
2016,297,0,"Derechos y regalias",2,9
2016,298,0,"Asignación Contrataciones PPP",2,9
2016,298,1,"Pago Contrataciones PPP",2,9
2016,299,0,"Otros servicios no personales no incluídos en los anteriores",2,9
2016,299,1,"Servicios contratados con Terceros",2,9
2016,299,2,"Policía Ciudadana Imprevisto A1 L16814 D.120/97",2,9
2016,299,3," Adscripto.pers.colab.Presid.Rep A83L16736A65L17930",2,9
2016,299,4,"Serv.prof.y téc.(p/condición)Convenio p/Ley con Univ.Repúb.",2,9
2016,299,5,"Trabajo de reclusos remunerado A45 L14470",2,9
2016,299,6,"Recargos convenios MTOP",2,9
2016,299,7,"Campaña promocional de Turismo.A27 L18046",2,9
2016,299,8,"Servicio de pesas y medidas",2,9
2016,311,0,"Agropecuaria, de pesca y  de minería",3,1
2016,312,0,"De industria manufacturera",3,1
2016,313,0,"De electricidad , gas y agua",3,1
2016,314,0,"De construcción",3,1
2016,315,0,"De la industria petrolera y conexa",3,1
2016,319,0,"Otros",3,1
2016,321,0,"Maquinas de escribir y calcular",3,2
2016,322,0,"Equipos de telefonía y similares",3,2
2016,323,0,"Equipos de informática",3,2
2016,324,0,"Equipos de imprenta, fotocopiadoras y similares",3,2
2016,325,0,"Equipos eléctricos de uso doméstico",3,2
2016,326,0,"Mobiliario de oficina",3,2
2016,327,0,"Equipamiento para prevención de incendio",3,2
2016,328,0,"Equipamiento para prevención de robos",3,2
2016,329,0,"Otros",3,2
2016,331,0,"Médicos, quirúrgicos, de laboratorio y otros de la salud",3,3
2016,331,1,"Equipos e Instalaciones Médico-Quirúrgicas-Sect.Salúd",3,3
2016,331,2,"Imagenología-Sect.Salúd",3,3
2016,332,0,"Técnico y científico",3,3
2016,339,0,"Otros",3,3
2016,341,0,"Equipos audiovisuales, de fotografia y similares",3,4
2016,342,0,"Obras de arte y piezas de museo",3,4
2016,343,0,"Equipos deportivos y recreativos",3,4
2016,344,0,"Mobiliario afectado a estas actividades",3,4
2016,349,0,"Otros",3,4
2016,351,0,"Omnibus",3,5
2016,352,0,"Camiones",3,5
2016,353,0,"Otros vehiculos automoviles",3,5
2016,353,1,"Vehículos Asistenciales-Sect.Salúd",3,5
2016,353,2,"Vehículos No Asistenciales-Sect.Salúd",3,5
2016,354,0,"Equipos ferroviarios",3,5
2016,355,0,"Embarcaciones",3,5
2016,356,0,"Aeronaves",3,5
2016,357,0,"Equipos de tracción y elevación",3,5
2016,358,0,"Equipos de comunicaciones",3,5
2016,359,0,"Otros",3,5
2016,361,0,"Para máquinas y equipos de producción",3,6
2016,362,0,"Para máquinas y equipos de oficina",3,6
2016,363,0,"Para equipos médico-sanitarios, y científicos",3,6
2016,364,0,"Para equipos educacionales, culturales y recreativos",3,6
2016,365,0,"Para equipos de transporte",3,6
2016,366,0,"Para equipos de tracción y elevación",3,6
2016,367,0,"Para equipos de comunicaciones",3,6
2016,369,0,"Para otros",3,6
2016,371,0,"Tierras y terrenos",3,7
2016,371,1,"Terrenos Asistenciales No Amortizables-Sect.Salúd",3,7
2016,371,2,"Terrenos No Asistenciales No Amortizables-Sect.Salúd",3,7
2016,372,0,"Edificios e instalaciones",3,7
2016,372,1,"Inmuebles Asistenciales Amortizables-Sect.Salúd",3,7
2016,379,0,"Otros",3,7
2016,381,0,"Viviendas",3,8
2016,382,0,"Otras edificaciones",3,8
2016,383,0,"Obras hidraulicas, hidroelectricas y sanitarias",3,8
2016,384,0,"Instalaciones de transmisión y distribución",3,8
2016,385,0,"Perforaciones y exploraciones mineras",3,8
2016,386,0,"Otras construcciones de dominio privado",3,8
2016,387,0,"VÍas de comunicación",3,8
2016,387,1,"Mantenim.carretera-SubsidioCVialUrug.S.A.(Anexo I,4Comp1,ii)",3,8
2016,389,0,"Otras construcciones de dominio público",3,8
2016,391,0,"Equipo militar y seguridad",3,9
2016,392,0,"Semovientes",3,9
2016,393,0,"Programas de computación y similares",3,9
2016,394,0,"Activos intangibles",3,9
2016,398,0,"Partida Invers.uso excl.Entes Descentraliz.Pto.Nal.Fin11",3,9
2016,399,0,"Otros bienes de uso no incluídos en los anteriores",3,9
2016,399,1,"Trabajos en rég.de adm.directa por la D.N.Arquitectura",3,9
2016,411,0,"Aportes de Capital a Instituciones Privadas No Financieras",4,1
2016,412,0,"Aportes de Capital a Instituciones Privadas Financieras",4,1
2016,412,1,"Nuevo Banco Comercial",4,1
2016,413,0,"Aportes de Capital a Instituciones  Públicas No  Financieras",4,1
2016,414,0,"Aportes de Capital a Instituciones  Públicas Financieras",4,1
2016,415,0,"Aportes de Capital a  Organismos Internacionales",4,1
2016,416,0,"Aportes de Capital a Empresas Públicas Multinacionales",4,1
2016,417,0,"Aportes de Capital a Otras Organizaciones del Sector Externo",4,1
2016,421,0,"Préstamos otorg.a Largo Plazo a Instituc.Privadas No Financ.",4,2
2016,421,1,"A productores y cooperativas rurales",4,2
2016,422,0,"Préstamos otorg.a Largo Plazo a Instituc.Privadas Financier.",4,2
2016,422,1,"Banco Comercial",4,2
2016,422,2,"Banco Montevideo",4,2
2016,422,3,"Banco Caja Obrera",4,2
2016,422,4,"Banco Montevideo y Caja Obrera",4,2
2016,422,5,"Banco de Crédito",4,2
2016,422,6,"Coop. Ahorro y Crédito del Uruguay (CAYCU) - Acred.Ret. 7 11",4,2
2016,423,0,"Préstamos otorg.a Largo Plazo a la Organización Central",4,2
2016,424,0,"Préstamos otorg.a Largo Plazo a Instituc.de Seguridad Social",4,2
2016,425,0,"Préstamos otorg. a Largo Plazo a Gobiernos Departamentales",4,2
2016,426,0,"Préstamos otorg. a Largo Plazo a Instituc.Públicas Financier",4,2
2016,426,1,"BCU con destino a Micro y Pequeña Empresa-CND A5L16882",4,2
2016,426,2,"BROU",4,2
2016,426,3,"BHU",4,2
2016,426,4,"BCU(por superintendencia del MEF- Tesoro Nacional)",4,2
2016,427,0,"Préstamos otorg.a Largo Plazo a Instituc.Públicas No Financ.",4,2
2016,427,1,"CND- Corporación Nacional para el Desarrollo",4,2
2016,428,0,"Préstamos otorg. a Largo Plazo a Empresas Públicas Multinac.",4,2
2016,429,0,"Préstamos otorg. a Largo Plazo a Otros Org. del Sector Exter",4,2
2016,431,0,"Préstamos otorg.a Corto Plazo a Instituc.Privadas No Financ.",4,3
2016,432,0,"Préstamos otorg.a Corto Plazo a Instituc.Privadas Financier.",4,3
2016,433,0,"Préstamos otorg.a Corto Plazo a la Organización Central",4,3
2016,434,0,"Préstamos otorg.a Corto Plazo a Instituc.de Seguridad Social",4,3
2016,435,0,"Préstamos otorg. a Corto Plazo a Gobiernos Departamentales",4,3
2016,436,0,"Préstamos otorg. a Corto Plazo a Instituc.Públicas Financier",4,3
2016,437,0,"Préstamos otorg.a Corto Plazo a Instituc.Públicas No Financ.",4,3
2016,438,0,"Préstamos otorg. a Corto Plazo a Empresas Públicas Multinac.",4,3
2016,439,0,"Préstamos otorg. a Corto Plazo a Otros Org. del Sector Exter",4,3
2016,441,0,"Títulos y valores públicos a largo plazo",4,4
2016,442,0,"Títulos y valores privados a largo plazo",4,4
2016,491,0,"Fideicomisos",4,9
2016,492,0,"Depósitos en garantía",4,9
2016,492,1,"Corporación Nacional para el Desarrollo",4,9
2016,511,0,"A Empresas Públicas no Financieras",5,1
2016,511,1,"Subsidio AFE",5,1
2016,511,2,"Subsido PLUNA",5,1
2016,511,7,"Administración Nacional Correos",5,1
2016,511,10,"Instituto Nacional de Colonizaciòn",5,1
2016,511,12,"Instituto Nacional Colonización- Impuesto Adicional",5,1
2016,511,13,"Dirección Nal. Correo-Tasa de Financiamiento Servicio Postal",5,1
2016,511,15,"Premios Lucha Antidrogas y Lavado Activos",5,1
2016,511,17,"Subsidio a OSE",5,1
2016,512,0,"A Instituciones Financieras",5,1
2016,512,1,"Régimen de Prefinanciación de las Exportaciones- BCU",5,1
2016,513,0,"A Instituciones de la Seguridad Social",5,1
2016,513,1,"Asistencia Financiera a Retirados Militares",5,1
2016,513,2,"Asistencia Financiera al Banco de Previsión Social",5,1
2016,513,3,"Asistencia Financiera a Retirados Policiales",5,1
2016,513,6,"Asistencia Finaciera Pre-Jubilados B.P.S.",5,1
2016,513,7,"Asistencia Financiera Pre-Jubilados Policiales",5,1
2016,513,8,"Asistencia Financiera a Jubilados Reincorporados del MDN",5,1
2016,513,9,"Sistema de Regulación Jub.y Pens.de Magistrados Judiciales",5,1
2016,513,11,"Caja Bancaria - Rentas Afectadas",5,1
2016,513,12,"Banco de Previsión Social - Rentas Afectadas",5,1
2016,513,15,"Caja Militar- Situación de Retiro p/motivos Politicos",5,1
2016,513,16,"Caja Militar- Incremento 25% en Situación de Retiro",5,1
2016,513,18,"Caja Profesional Universitarios(CPU)-Rentas Afectadas",5,1
2016,513,19,"Rentas Afectadas BPS por COFIS",5,1
2016,513,20,"Caja Jubilaciones y Pensiones Bancarias- RRGG",5,1
2016,513,21,"Asistencia Financiera Industria Frigorífica B.P.S.",5,1
2016,513,22,"Subsidio por Enfermedad",5,1
2016,513,23,"Prestaciones Complementarias de Salud",5,1
2016,513,24,"Subsidio por Desempleo",5,1
2016,513,25,"Pensiones Reparatorias",5,1
2016,513,26,"Reparación a familiares por violencia doméstica",5,1
2016,513,27,"Prestación p/Asistentes de Personas c/Discapacidades Severas",5,1
2016,514,0,"A Gobiernos Departamentales",5,1
2016,514,21,"Ayuda Alimentaria a Comedores Públicos y Escolares",5,1
2016,514,22,"A Gobiernos Departamentales  Artigas",5,1
2016,514,23,"A Gobiernos Departamentales Canelones",5,1
2016,514,24,"A Gobiernos Departamentales Cerro Largo",5,1
2016,514,25,"A Gobiernos Departamentales Colonia",5,1
2016,514,26,"A Gobiernos Departamentales Durazno",5,1
2016,514,27,"A Gobiernos Departamentales Flores",5,1
2016,514,28,"A Gobiernos Departamentales Florida",5,1
2016,514,29,"A Gobiernos Departamentales Lavalleja",5,1
2016,514,30,"A Gobiernos Departamentales Maldonado",5,1
2016,514,31,"A Gobiernos Departamentales Paysandú",5,1
2016,514,32,"A Gobiernos Departamentales Río Negro",5,1
2016,514,33,"A Gobiernos Departamentales Rivera",5,1
2016,514,34,"A Gobiernos Departamentales Rocha",5,1
2016,514,35,"A Gobiernos Departamentales Salto",5,1
2016,514,36,"A Gobiernos Departamentales San José",5,1
2016,514,37,"A Gobiernos Departamentales Soriano",5,1
2016,514,38,"A Gobiernos Departamentales Tacuarembó",5,1
